	Tneg1	T45	T60	T90	T180	T300
YPL147W	-2.143532665772335	1.55686991182839	1.39547434043287	1.63138558198829	1.7791501913796202	1.47331642717671
YPL152W			1.30464324023723			
YPL154C		1.453794557555875		1.47655481258895		
YPL156C	-1.27150515966718					
YPL163C					1.19288523217725	1.9418098397251051
YPL164C		1.1023038820563502		1.259791538908785	1.2321194794482249	1.4617363210189152
YPL165C		1.159424223808175			1.1028053442571149	
YPL183W-A					-1.047111603662485	
YPL189C-A	-1.4986844098142051	-1.1565547465637152	-1.1059929902543901	-1.295152426424505		
YPL189W	1.6817187550931498				1.229265301749555	
YPL197C		-1.7001205883412651	-1.66124795768522	-2.00770959993369	-3.10965694115072	
YPL199C			-1.182908008453175	-1.144952034087415	-1.1457479572155	-1.409700259518945
YPL211W			-1.4102769165523101	-1.104314902784445	-1.74277315833257	
YPL221W					1.07385081233128	
YPL234C					-1.1296973321043748	-1.239714911873155
YPL240C		5.8078645193663405	5.672007182455635	6.14025926676343	4.63423371690055	2.97559731140526
YPL242C	1.02347136740647		1.20012472607583			
YPL247C					1.323299144369395	1.372566239168
YPL248C		1.11138539672482				
YPL250C	1.490222760828935					
YPL252C		-1.311937892679185	-1.5181524810003402	-1.66580335595189	-1.60261574738864	
YPL256C						1.60072150869326
YPL258C					1.09160597454482	
YPL271W	-1.27559054016333					
YPL272C			1.239465403034175	1.187054025688635	1.57488392869194	
YPL274W						-2.45392838188881
YPR001W	-1.11893260026595				1.263939553908925	
YPR002W		1.1322434238465702				
YPR005C			1.180250872084065		1.18518081738171	1.7055932382777501
YPR006C	-2.2315329735916247	1.61745201316822	1.4214173514779103	1.28713031313453	1.300820868801705	1.31696870325231
YPR010C-A	-1.73135093107024					
YPR015C		1.87589661837242	1.661377944265055	1.54442952228209	1.148437913915685	
YPR016C			-1.13393344849021			
YPR016W-A					-1.4254261196274651	
YPR021C			1.1414333372350098			
YPR026W		1.49326113490773	1.83172961698084	1.17684468988478	1.712591237792485	1.3239348724915652
YPR030W		3.017429906014255	3.22679607651746	3.7920453529704297	4.332345910957624	3.31145466177942
YPR035W			-1.5547832414313199		-1.0578880884404351	
YPR037C	-1.063061492681375					
YPR043W		-1.174106784300255				-1.37279567565424
YPR044C	-2.0510852891693	-3.0826644595792	-2.919683167377585	-3.3410396493552454	-3.9092047071067846	-3.3617832144253947
YPR049C			1.1458815426074351	1.176013940885145	1.1916948810043948	
YPR051W		-1.250389316108575		-1.1117422478965	-1.97004980377658	
YPR052C	-1.61443284862189				-1.46214511915118	-1.037616577598755
YPR058W			-1.0415017892957499	-1.234583143744115		
YPR062W		-1.126322074971995	-1.0995728854329	-1.034548314006895	-1.484395302997815	
YPR081C		1.1080323765962				
YPR082C					-1.243728719521695	-1.3766212226207948
YPR083W	-1.070819138332755					
YPR100W	-1.08158294123343					
YPR101W						-1.1929520424075548
YPR110C			-1.048188952490765			
YPR113W					-1.23602694065019	-1.24963063876217
YPR115W			1.309104238095315		1.2841726172963601	
YPR116W		1.075527382369615				
YPR117W			1.36303438291394		1.47951688318226	
YPR126C		-1.6574925789231498	-1.38467122096597	-1.39908196045183		
YPR131C			-1.0298340598676652			
YPR132W					-1.64485576698771	
YPR145W			-1.16620385279001	-1.37682272995592	-1.1045636982163	
YPR154W		2.21068820389258	1.73185849191613	2.21190767806422	1.9122973118875852	
YPR155C	-1.374537976745175					
YPR156C	1.0655345395661202					
YPR157W	1.10323421437261	-2.088465807239955	-1.7366526966195148	-1.476836948920755		
YPR158W		3.30552336134787	2.852823656468115	2.446237753331075		
YPR160W		1.72640016399265	2.36262119958986	2.39669618820277	2.730721204547325	
YPR163C			-1.164878629499575			
YPR175W		1.190767319998765	1.1230039748616951	1.06517521858175		
YPR182W					-1.2066313733037002	-1.5569599890535848
YPR184W		2.1737423704416	2.65455676968951	2.64065676229278	2.6552758922504798	2.16169822207228
YPR187W			-1.167373084849865	-1.011568593919935	-1.676376480548445	
YPR191W	-1.1789357379228251					
YPR192W			1.51960679468953		1.4313356478481398	
